Acc. No.,Tree No.,Site name,Site abb.,Latitude,Longitude,Elevation (m),Days to germ
194,5,Dunlap,DUN,36.74241,-119.14307,560,61
392,12,Middletown,MDT,38.75967,-122.60382,326,89
396,14,Middletown,MDT,38.76055,-122.60381,332,89
528,6,Red Bluff,RED,40.19379,-122.18501,91,89
526,12,Red Bluff,RED,40.15539,-122.20391,79,103
83,11,Chews Ridge,CHW,36.31268,-121.57240,1492,110
80,6,Chews Ridge,CHW,36.34367,-121.58124,1072,69
75,9,Chesebro,CHE,34.16356,-118.72408,327,96
96,5,Clearlake Oaks,CLO,39.02203,-122.71373,403,61
641,11,"White Rock, PARADISE RD",WR,34.54082,-119.80787,286,69
642,14,"White Rock, PARADISE RD",WR,34.54167,-119.80753,289,103
532,10,Redding,RDD,40.61283,-122.34853,179,82
529,9,Redding,RDD,40.57071,-122.37843,146,89
546,10,Round Valley,ROV,39.74833,-123.24822,439,89
545,16,Round Valley,ROV,39.74843,-123.24821,437,96
104,3,Cloverdale,CVD,38.85439,-123.03187,131,61
99,14,Cloverdale,CVD,38.82327,-123.01875,118,103
629,7,Ukiah,UKI,39.09771,-123.20856,183,82
628,2,Ukiah,UKI,39.09473,-123.21297,192,49
357,1,Mariposa,MAR,37.46667,-119.95108,557,54
352,2,Mariposa,MAR,37.46042,-119.87328,679,82
565,12,SANTA MARGARITA,SMAR,35.33182,-120.52405,365,96
567,10,SANTA MARGARITA,SMAR,35.35473,-120.53982,345,89
404,9,Monticello Dam,MOD,38.51478,-122.07824,57,89
400,7,Monticello Dam,MOD,,,,96
410,12,Morgan Hill,MOH,37.16491,-121.71479,95,89
408,1,Morgan Hill,MOH,37.16542,-121.71516,85,69
521,11,Princeton,PRI,39.46268,-121.99226,32,103
517,10,Princeton,PRI,39.45546,-122.01718,39,75
634,14,White River,WHR,35.83794,-118.96766,187,82
632,6,White River,WHR,35.83719,-118.96464,189,131
228,2,George J Hatfield SRA,HAT,37.35302,-120.96004,22,49
227,16,George J Hatfield SRA,HAT,37.35240,-120.96085,20,97
52,15,Carrissa Highway & E. Pozo Rd,PO,35.38470,-120.17882,484,103
50,12,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,96
234,4,Gravelly Valley,GRV,39.44887,-122.96455,557,75
232,6,Gravelly Valley,GRV,39.44853,-122.96512,557,82
57,11,Caswell Memorial SP,CAS,37.69846,-121.18408,22,117
60,8,Caswell Memorial SP,CAS,37.69556,-121.18165,15,61
499,10,Penn Valley,PEN,39.20129,-121.18902,420,89
494,8,Penn Valley,PEN,39.20340,-121.19019,422,82
192,15,Dunlap,DUN,36.74523,-119.15390,548,103
191,7,Dunlap,DUN,36.74553,-119.15846,530,75
393,4,Middletown,MDT,38.75961,-122.60428,332,103
394,1,Middletown,MDT,38.76043,-122.60432,332,124
43,7,Cache Creek Nature Preserve,CCNP,38.69094,-121.87336,30,96
81,8,Chews Ridge,CHW,36.34139,-121.58068,1093,82
77,4,Chews Ridge,CHW,36.34486,-121.58036,1054,96
434,8,Napa,NAP,38.27742,-122.25249,44,82
437,13,Napa,NAP,38.33479,-122.26407,25,82
433,7,Napa,NAP,38.24059,-122.27192,22,96
436,9,Napa,NAP,38.33485,-122.26399,27,61
637,5,"White Rock, PARADISE RD",WR,34.54235,-119.80856,281,82
644,6,"White Rock, PARADISE RD",WR,34.54135,-119.80833,284,54
531,7,Redding,RDD,40.57060,-122.37919,146,82
533,13,Redding,RDD,40.61291,-122.34833,178,96
318,6,Kingsburg,KIN,36.49160,-119.53883,90,61
317,8,Kingsburg,KIN,36.48506,-119.54247,90,61
316,9,Kingsburg,KIN,36.46237,-119.55080,86,110
100,3,Cloverdale,CVD,38.85813,-123.03735,129,54
630,5,Ukiah,UKI,39.09836,-123.20782,181,61
624,2,Ukiah,UKI,39.10065,-123.20727,184,61
358,9,Mariposa,MAR,37.45967,-119.90174,709,131
568,11,SANTA MARGARITA,SMAR,35.35506,-120.54056,347,69
562,8,SANTA MARGARITA,SMAR,35.35228,-120.53825,344,96
406,3,Monticello Dam,MOD,38.51478,-122.07755,57,61
407,9,Monticello Dam,MOD,38.51446,-122.07750,55,82
412,10,Morgan Hill,MOH,37.14795,-121.69316,109,89
409,9,Morgan Hill,MOH,37.16528,-121.71496,90,75
635,2,White River,WHR,35.83764,-118.96732,188,61
633,13,White River,WHR,35.83822,-118.96577,190,82
636,3,White River,WHR,35.83649,-118.96342,190,69
222,1,George J Hatfield SRA,HAT,37.34690,-120.87823,22,54
49,3,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.17289,481,69
47,8,Carrissa Highway & E. Pozo Rd,PO,35.38845,-120.16939,479,82
235,6,Gravelly Valley,GRV,39.44874,-122.96412,557,82
237,4,Gravelly Valley,GRV,39.44815,-122.96244,562,61
62,7,Caswell Memorial SP,CAS,37.70419,-121.18105,10,61
58,9,Caswell Memorial SP,CAS,37.69557,-121.18346,19,75
497,1,Penn Valley,PEN,39.20263,-121.18562,423,96
468,15,Oneals,ONE,37.15827,-119.74027,357,96
125,12,"Cordon Ridge, 1500 m",CR15,35.00145,-118.65184,1513,89
120,4,"Cordon Ridge, 1500 m",CR15,35.00182,-118.64979,1529,103
121,1,"Cordon Ridge, 1500 m",CR15,35.00161,-118.65046,1524,82
245,8,HASTINGS RESERVE,HAS,36.38061,-121.55290,634,96
239,7,HASTINGS RESERVE,HAS,36.38781,-121.54951,541,96
109,4,Coalinga Road,COA,36.39837,-120.94697,538,69
112,5,Coalinga Road,COA,36.39072,-120.93557,555,61
111,11,Coalinga Road,COA,36.39068,-120.93528,555,75
381,2,Meridian,MRD,39.18731,-121.90849,14,69
382,13,Meridian,MRD,39.18715,-121.92740,12,89
135,4,"Cordon Ridge, 600 m",CR6,35.00688,-118.70762,590,82
133,9,"Cordon Ridge, 600 m",CR6,35.00726,-118.70570,627,117
541,2,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,82
543,15,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,82
540,5,Restoration Oaks Ranch,RO,34.55826,-120.17836,232,96
166,8,Cottonwood Drainage,CD16,34.97554,-118.59336,1643,117
168,6,Cottonwood Drainage,CD16,34.97515,-118.59299,1638,89
176,15,CRESTON ,CRE,35.53135,-120.51982,333,152
174,8,CRESTON ,CRE,35.53494,-120.52401,335,61
428,3,Mt. Hamilton High,HAMh,37.34233,-121.64989,1112,82
586,1,Springville,SPR,36.08004,-118.89775,225,69
588,4,Springville,SPR,36.04868,-118.85880,222,61
589,13,Springville,SPR,36.04934,-118.85868,226,103
489,4,PEACH TREE ROAD,PT,36.13396,-120.74679,450,82
491,10,PEACH TREE ROAD,PT,36.15414,-120.76552,440,89
484,8,PEACH TREE ROAD,PT,36.13808,-120.75002,445,96
346,7,Malibu Creek State Park,MC,34.09775,-118.71652,165,110
351,6,Malibu Creek State Park,MC,34.09798,-118.71614,157,75
37,4,Blue Oak Ranch (a.k.a. BORR),BLU,37.35404,-121.72572,508,82
38,10,Blue Oak Ranch (a.k.a. BORR),BLU,37.35621,-121.72627,495,96
156,11,Cottonwood,CTW,40.36029,-122.31100,131,117
154,14,Cottonwood,CTW,40.36020,-122.30672,134,82
151,3,Cottonwood,CTW,40.36756,-122.29284,132,75
69,12,Centerville,CEN,36.75334,-119.46474,129,69
65,11,Centerville,CEN,36.74577,-119.47493,127,110
67,10,Centerville,CEN,36.74763,-119.47269,125,110
189,11,Dry Creek,DRY,37.64508,-120.84779,37,96
505,12,PINNACLES NM,PIN,36.49248,-121.14843,322,89
500,9,PINNACLES NM,PIN,36.49456,-121.14529,327,82
502,16,PINNACLES NM,PIN,36.49292,-121.14680,323,late germ
264,4,Hidden Valley (Thousand Oaks),HV,34.14321,-118.90102,307,103
466,4,Oneals,ONE,37.14927,-119.73222,369,82
122,4,"Cordon Ridge, 1500 m",CR15,35.00143,-118.65051,1521,82
123,8,"Cordon Ridge, 1500 m",CR15,35.00166,-118.65096,1519,89
243,13,HASTINGS RESERVE,HAS,36.38140,-121.55375,607,110
242,1,HASTINGS RESERVE,HAS,36.38109,-121.55293,629,82
241,16,HASTINGS RESERVE,HAS,36.38540,-121.55293,519,96
105,12,Coalinga Road,COA,36.40269,-120.94995,535,103
108,5,Coalinga Road,COA,36.39672,-120.94881,540,54
106,4,Coalinga Road,COA,36.40207,-120.95003,539,69
376,9,Meridian,MRD,39.18699,-121.89870,1,75
383,1,Meridian,MRD,39.18719,-121.92999,11,89
136,7,"Cordon Ridge, 600 m",CR6,35.00674,-118.70799,585,61
134,7,"Cordon Ridge, 600 m",CR6,35.00643,-118.70708,588,75
538,2,Restoration Oaks Ranch,RO,34.55213,-120.18814,195,103
542,16,Restoration Oaks Ranch,RO,34.55357,-120.18461,207,89
539,13,Restoration Oaks Ranch,RO,34.55315,-120.18324,207,124
165,10,Cottonwood Drainage,CD16,34.97555,-118.59370,1645,96
167,9,Cottonwood Drainage,CD16,34.97533,-118.59338,1643,110
172,9,CRESTON ,CRE,35.53375,-120.55709,342,89
173,5,CRESTON ,CRE,35.53469,-120.52434,332,82
426,10,Mt. Hamilton High,HAMh,37.33835,-121.65305,1041,89
591,4,Springville,SPR,,,,82
590,2,Springville,SPR,36.09187,-118.81484,267,75
592,4,Springville,SPR,36.04523,-118.85690,239,54
488,4,PEACH TREE ROAD,PT,36.13889,-120.75064,446,82
487,10,PEACH TREE ROAD,PT,36.14315,-120.75333,442,82
486,1,PEACH TREE ROAD,PT,36.14350,-120.75339,440,69
350,8,Malibu Creek State Park,MC,34.09808,-118.71538,160,69
347,14,Malibu Creek State Park,MC,34.09797,-118.71558,167,117
42,3,Blue Oak Ranch (a.k.a. BORR),BLU,37.35104,-121.73129,517,54
36,14,Blue Oak Ranch (a.k.a. BORR),BLU,37.35367,-121.72585,511,82
35,10,Blue Oak Ranch (a.k.a BORR),BLU,37.35788,-121.72672,467,82
152,3,Cottonwood,CTW,40.36642,-122.29591,132,61
150,6,Cottonwood,CTW,40.36754,-122.29123,132,82
153,10,Cottonwood,CTW,40.36277,-122.29977,133,110
64,15,Centerville,CEN,36.74602,-119.47566,129,103
63,6,Centerville,CEN,36.72520,-119.45910,122,61
66,1,Centerville,CEN,36.74719,-119.47302,125,49
188,6,Dry Creek,DRY,37.64557,-120.84800,35,96
501,8,PINNACLES NM,PIN,36.49400,-121.14572,325,82
503,13,PINNACLES NM,PIN,36.49208,-121.14788,321,82
504,13,PINNACLES NM,PIN,36.49177,-121.14754,321,82
266,4,Hidden Valley (Thousand Oaks),HV,34.15258,-118.90409,311,82
465,9,Oneals,ONE,37.14885,-119.73211,368,82
126,13,"Cordon Ridge, 1500 m",CR15,35.00158,-118.65216,1505,89
124,9,"Cordon Ridge, 1500 m",CR15,35.00159,-118.65189,1513,110
240,6,HASTINGS RESERVE,HAS,36.38751,-121.54993,537,110
244,10,HASTINGS RESERVE,HAS,36.38447,-121.55448,515,96
238,13,HASTINGS RESERVE,HAS,36.38783,-121.54967,542,117
107,9,Coalinga Road,COA,36.40329,-120.94998,537,82
110,8,Coalinga Road,COA,36.39860,-120.94652,539,69
380,8,Meridian,MRD,39.18725,-121.90304,7,82
378,3,Meridian,MRD,39.18717,-121.89950,9,69
132,1,"Cordon Ridge, 600 m",CR6,35.00751,-118.70712,590,82
544,9,Restoration Oaks Ranch,RO,34.55380,-120.19004,195,89
537,3,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,75
171,14,Cottonwood Drainage,CD16,34.97466,-118.59244,1631,124
170,1,Cottonwood Drainage,CD16,34.97511,-118.59252,1637,103
169,10,Cottonwood Drainage,CD16,34.97496,-118.59283,1636,110
177,10,CRESTON ,CRE,35.53080,-120.51951,334,89
175,1,CRESTON ,CRE,35.53367,-120.52298,332,49
427,2,Mt. Hamilton High,HAMh,37.33749,-121.65334,1033,54
587,14,Springville,SPR,36.09481,-118.83675,235,82
585,15,Springville,SPR,36.09927,-118.86832,217,96
485,7,PEACH TREE ROAD,PT,36.14391,-120.75369,442,124
490,16,PEACH TREE ROAD,PT,36.14749,-120.75760,439,96
344,5,Malibu Creek State Park,MC,34.09454,-118.71642,166,69
345,10,Malibu Creek State Park,MC,34.09538,-118.71702,154,82
349,11,Malibu Creek State Park,MC,34.09605,-118.71721,164,96
41,6,Blue Oak Ranch (a.k.a. BORR),BLU,37.35048,-121.73142,521,89
40,15,Blue Oak Ranch (a.k.a. BORR),BLU,37.35782,-121.72746,476,75
39,10,Blue Oak Ranch (a.k.a. BORR),BLU,37.35664,-121.72643,493,89
155,5,Cottonwood,CTW,40.36018,-122.30750,132,75
149,12,Cottonwood,CTW,40.36757,-122.28863,134,82
70,10,Centerville,CEN,36.75656,-119.46008,130,54
68,3,Centerville,CEN,36.74918,-119.47121,127,49
187,6,Dry Creek,DRY,37.64508,-120.84779,37,82
186,14,Dry Creek,DRY,37.64569,-120.84776,35,82
507,5,PINNACLES NM,PIN,36.49009,-121.15030,311,82
506,14,PINNACLES NM,PIN,36.49274,-121.14737,322,89
265,2,Hidden Valley (Thousand Oaks),HV,34.15254,-118.90374,311,82
263,7,Hidden Valley (Thousand Oaks),HV,34.14318,-118.90047,307,96
190,13,Dunlap,DUN,36.74545,-119.16129,523,96
196,9,Dunlap,DUN,36.74155,-119.13927,556,75
313,6,Kaweah,KAW,36.33637,-119.16900,118,75
463,7,Ojai,OJAI,34.45443,-119.23152,245,82
118,7,"Cordon Ridge, 1200 m",CR12,35.00539,-118.66588,1241,110
119,7,"Cordon Ridge, 1200 m",CR12,35.00553,-118.66542,1242,103
348,7,Malibu Creek State Park,MC,34.09787,-118.71385,169,89
345,5,Malibu Creek State Park,MC,34.09538,-118.71702,154,69
544,12,Restoration Oaks Ranch,RO,34.55380,-120.19004,195,96
539,11,Restoration Oaks Ranch,RO,34.55315,-120.18324,207,117
270,10,HOLLISTER HILLS,HH,36.77647,-121.40765,193,55
271,5,HOLLISTER HILLS,HH,36.77734,-121.40459,199,96
508,12,Platina,PLA,40.28987,-122.60182,220,82
512,2,Platina,PLA,40.31898,-122.78387,459,75
52,2,Carrissa Highway & E. Pozo Rd,PO,35.38470,-120.17882,484,82
50,7,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,54
394,13,Middletown,MDT,38.76043,-122.60432,332,late germ
398,11,Middletown,MDT,38.75858,-122.60500,335,75
207,10,FORT HUNTER LIGGETT,FHL,35.97922,-121.23432,299,89
209,14,FORT HUNTER LIGGETT,FHL,35.98026,-121.23441,301,49
174,9,CRESTON ,CRE,35.53494,-120.52401,335,61
172,7,CRESTON ,CRE,35.53375,-120.55709,342,82
616,7,Tin Barn Rd,TIN,38.61683,-123.26316,289,89
619,1,Tin Barn Rd,TIN,38.61872,-123.26083,285,69
331,1,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78765,-120.93880,284,54
330,10,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78779,-120.93912,282,82
660,6,Woodson Bridge SRA/Tehama CP,WOO,39.91110,-122.09122,55,82
664,7,Woodson Bridge SRA/Tehama CP,WOO,39.91839,-122.08546,62,89
471,2,Oneals=Oakhurst,OAK,37.33256,-119.65646,699,69
202,5,Folsom,FOL,38.63316,-121.21493,50,69
204,5,Folsom,FOL,38.63335,-121.21446,45,75
650,13,Willits,WLT,39.41081,-123.34682,418,96
653,7,Willits,WLT,39.38390,-123.34167,432,96
493,10,Penn Valley,PEN,39.20380,-121.17965,427,103
496,6,Penn Valley,PEN,39.20424,-121.19050,419,96
149,8,Cottonwood,CTW,40.36757,-122.28863,134,75
155,8,Cottonwood,CTW,40.36018,-122.30750,132,96
437,5,Napa,NAP,38.33479,-122.26407,25,69
287,3,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81006,-120.67004,286,49
285,6,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78423,-120.68629,227,103
455,6,Oak Grove,OKG,38.05660,-121.36429,-6,75
453,14,Oak Grove,OKG,38.05627,-121.36478,-6,138
597,7,Sugarloaf Ridge area,SUG,38.42008,-122.55209,149,61
595,11,Sugarloaf Ridge area,SUG,38.42324,-122.55631,156,82
377,1,Meridian,MRD,39.18717,-121.89928,3,69
381,11,Meridian,MRD,39.18731,-121.90849,14,75
430,10,Mt. Hamilton Mid,HAMm,37.32642,-121.66903,688,89
191,13,Dunlap,DUN,36.74553,-119.15846,530,89
195,3,Dunlap,DUN,36.74229,-119.14274,558,61
314,8,Kaweah,KAW,36.33781,-119.16975,121,89
461,5,Ojai,OJAI,34.44189,-119.24474,231,110
117,10,"Cordon Ridge, 1200 m",CR12,35.00558,-118.66608,1236,138
113,6,"Cordon Ridge, 1200 m",CR12,35.00529,-118.66748,1219,89
344,6,Malibu Creek State Park,MC,34.09454,-118.71642,166,89
349,6,Malibu Creek State Park,MC,34.09605,-118.71721,164,82
543,7,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,89
541,13,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,late germ
275,10,HOLLISTER HILLS,HH,36.77595,-121.40640,223,82
269,7,HOLLISTER HILLS,HH,36.77565,-121.40834,198,82
511,6,Platina,PLA,40.31795,-122.78255,454,61
513,2,Platina,PLA,40.31919,-122.78493,460,61
54,5,Carrissa Highway & E. Pozo Rd,PO,35.38610,-120.16743,469,61
51,3,Carrissa Highway & E. Pozo Rd,PO,35.38519,-120.17553,480,69
396,2,Middletown,MDT,38.76055,-122.60381,332,61
395,14,Middletown,MDT,38.76061,-122.60471,332,82
210,12,FORT HUNTER LIGGETT,FHL,35.98042,-121.23280,300,82
206,2,FORT HUNTER LIGGETT,FHL,35.97960,-121.23371,293,69
177,4,CRESTON ,CRE,35.53080,-120.51951,334,69
173,6,CRESTON ,CRE,35.53469,-120.52434,332,82
617,3,Tin Barn Rd,TIN,38.61783,-123.26137,279,69
620,1,Tin Barn Rd,TIN,38.61844,-123.26057,289,49
329,3,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78784,-120.93893,279,82
328,11,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78753,-120.93898,283,82
659,5,Woodson Bridge SRA/Tehama CP,WOO,39.91079,-122.09097,55,82
661,4,Woodson Bridge SRA/Tehama CP,WOO,39.91081,-122.08992,57,69
472,6,Oneals=Oakhurst,OAK,37.33840,-119.65725,712,75
205,5,Folsom,FOL,38.63287,-121.21438,62,75
199,5,Folsom,FOL,38.63540,-121.23470,31,82
654,2,Willits,WLT,39.38618,-123.34067,431,82
655,4,Willits,WLT,39.38292,-123.34292,431,82
495,6,Penn Valley,PEN,39.20430,-121.19053,420,82
494,13,Penn Valley,PEN,39.20340,-121.19019,422,117
151,10,Cottonwood,CTW,40.36756,-122.29284,132,82
152,7,Cottonwood,CTW,40.36642,-122.29591,132,75
433,12,Napa,NAP,38.24059,-122.27192,22,110
288,11,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81143,-120.66812,284,69
289,7,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77844,-120.69317,201,69
456,4,Oak Grove,OKG,38.05616,-121.36335,-4,82
458,1,Oak Grove,OKG,38.05582,-121.36349,-3,49
593,8,Sugarloaf Ridge area,SUG,38.43304,-122.55359,169,82
598,4,Sugarloaf Ridge area,SUG,38.41886,-122.55145,146,75
376,8,Meridian,MRD,39.18699,-121.89870,1,75
378,11,Meridian,MRD,39.18717,-121.89950,9,117
432,7,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,117
197,8,Dunlap,DUN,36.74153,-119.13903,556,82
194,8,Dunlap,DUN,36.74241,-119.14307,560,82
311,3,Kaweah,KAW,36.33762,-119.17043,119,61
464,10,Ojai,OJAI,34.44401,-119.22274,241,82
114,10,"Cordon Ridge, 1200 m",CR12,35.00578,-118.66718,1226,89
116,6,"Cordon Ridge, 1200 m",CR12,35.00527,-118.66647,1232,110
351,2,Malibu Creek State Park,MC,34.09798,-118.71614,157,69
346,9,Malibu Creek State Park,MC,34.09775,-118.71652,165,131
542,10,Restoration Oaks Ranch,RO,34.55357,-120.18461,207,75
540,1,Restoration Oaks Ranch,RO,34.55826,-120.17836,232,75
273,11,HOLLISTER HILLS,HH,36.77872,-121.40139,194,75
272,3,HOLLISTER HILLS,HH,36.77815,-121.40269,192,69
510,3,Platina,PLA,40.29992,-122.69159,278,75
509,2,Platina,PLA,40.28982,-122.61132,224,82
48,3,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.16900,473,103
47,12,Carrissa Highway & E. Pozo Rd,PO,35.38845,-120.16939,479,89
393,12,Middletown,MDT,38.75961,-122.60428,332,152
399,11,Middletown,MDT,38.75914,-122.60471,334,89
212,16,FORT HUNTER LIGGETT,FHL,35.97635,-121.23721,315,103
213,10,FORT HUNTER LIGGETT,FHL,35.97662,-121.23687,315,89
176,4,CRESTON ,CRE,35.53135,-120.51982,333,54
175,11,CRESTON ,CRE,35.53367,-120.52298,332,61
621,5,Tin Barn Rd,TIN,38.62032,-123.25425,328,82
618,12,Tin Barn Rd,TIN,38.61869,-123.26101,284,82
333,9,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78870,-120.95062,319,61
334,5,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78807,-120.95192,320,54
657,5,Woodson Bridge SRA/Tehama CP,WOO,39.90974,-122.08971,56,69
662,10,Woodson Bridge SRA/Tehama CP,WOO,39.91042,-122.08910,61,124
469,13,Oneals=Oakhurst,OAK,37.26360,-119.69044,674,82
198,5,Folsom,FOL,38.65401,-121.20925,50,117
203,11,Folsom,FOL,38.63329,-121.21475,35,103
652,10,Willits,WLT,39.38401,-123.34169,434,103
651,9,Willits,WLT,39.41143,-123.34687,416,124
498,4,Penn Valley,PEN,39.20205,-121.18857,421,82
497,7,Penn Valley,PEN,39.20263,-121.18562,423,124
150,7,Cottonwood,CTW,40.36754,-122.29123,132,82
156,4,Cottonwood,CTW,40.36029,-122.31100,131,82
436,4,Napa,NAP,38.33485,-122.26399,27,61
283,1,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77914,-120.69231,222,61
282,1,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77833,-120.69300,224,82
457,2,Oak Grove,OKG,38.05709,-121.36305,-3,49
459,3,Oak Grove,OKG,38.05551,-121.36244,-3,75
596,9,Sugarloaf Ridge area,SUG,38.42327,-122.55633,155,82
594,1,Sugarloaf Ridge area,SUG,38.42370,-122.55438,156,54
380,5,Meridian,MRD,39.18725,-121.90304,7,69
382,10,Meridian,MRD,39.18715,-121.92740,12,89
431,3,Mt. Hamilton Mid,HAMm,37.32615,-121.67009,665,82
193,12,Dunlap,DUN,36.74261,-119.14357,563,96
192,8,Dunlap,DUN,36.74523,-119.15390,548,61
310,14,Kaweah,KAW,36.33648,-119.17050,117,96
462,11,Ojai,OJAI,34.44140,-119.24530,230,89
279,9,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11256,-120.39979,244,89
347,5,Malibu Creek State Park,MC,34.09797,-118.71558,167,75
350,16,Malibu Creek State Park,MC,34.09808,-118.71538,160,96
538,5,Restoration Oaks Ranch,RO,34.55213,-120.18814,195,82
276,2,HOLLISTER HILLS,HH,36.77506,-121.40727,221,49
26,15,Bear River,BER,39.03440,-121.10777,424,89
24,4,Bear River,BER,39.00045,-121.10773,412,82
514,12,Platina,PLA,40.31926,-122.78510,459,69
49,13,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.17289,481,82
53,7,Carrissa Highway & E. Pozo Rd,PO,35.38076,-120.18690,491,75
392,3,Middletown,MDT,38.75967,-122.60382,326,69
397,3,Middletown,MDT,38.76043,-122.60333,332,49
211,4,FORT HUNTER LIGGETT,FHL,35.97619,-121.23695,313,69
208,6,FORT HUNTER LIGGETT,FHL,35.97922,-121.23337,298,89
468,2,Oneals,ONE,37.15827,-119.74027,357,69
466,8,Oneals,ONE,37.14927,-119.73222,369,131
465,2,Oneals,ONE,37.14885,-119.73211,368,61
337,13,Madera Transect,MAD,36.97218,-119.36828,588,103
332,6,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78751,-120.94111,288,82
327,9,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78473,-120.96921,341,117
658,4,Woodson Bridge SRA/Tehama CP,WOO,39.91040,-122.09136,54,82
663,2,Woodson Bridge SRA/Tehama CP,WOO,39.91288,-122.08720,55,69
470,14,Oneals=Oakhurst,OAK,37.27174,-119.66890,744,82
200,5,Folsom,FOL,38.63413,-121.23634,35,80
201,12,Folsom,FOL,38.63376,-121.21562,48,82
656,4,Willits,WLT,39.38100,-123.34228,425,75
499,4,Penn Valley,PEN,39.20129,-121.18902,420,103
492,16,Penn Valley,PEN,39.20405,-121.17821,428,110
154,5,Cottonwood,CTW,40.36020,-122.30672,134,75
153,1,Cottonwood,CTW,40.36277,-122.29977,133,49
434,7,Napa,NAP,38.27742,-122.25249,44,82
286,5,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.80846,-120.67199,289,82
284,3,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78269,-120.68856,225,54
460,5,Oak Grove,OKG,38.05566,-121.36263,-2,49
187,10,Dry Creek,DRY,37.64508,-120.84779,37,96
189,12,Dry Creek,DRY,37.64508,-120.84779,37,96
186,1,Dry Creek,DRY,37.64569,-120.84776,35,69
188,9,Dry Creek,DRY,37.64557,-120.84800,35,131
383,15,Meridian,MRD,39.18719,-121.92999,11,82
429,6,Mt. Hamilton Mid,HAMm,37.32409,-121.66875,649,89
231,4,Gravelly Valley,GRV,39.43016,-122.97538,550,103
234,7,Gravelly Valley,GRV,39.44887,-122.96455,557,82
446,2,Nicolaus,NIC,38.88123,-121.60262,12,82
441,10,Nicolaus,NIC,38.88058,-121.58151,7,61
278,7,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.10591,-120.38777,228,103
281,7,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11467,-120.39512,224,75
356,11,Mariposa,MAR,37.45846,-119.90099,702,61
352,9,Mariposa,MAR,37.46042,-119.87328,679,82
124,4,"Cordon Ridge, 1500 m",CR15,35.00159,-118.65189,1513,103
126,5,"Cordon Ridge, 1500 m",CR15,35.00158,-118.65216,1505,75
298,9,Island,ISL,36.34413,-119.82632,62,82
25,11,Bear River,BER,39.03464,-121.09885,444,75
23,4,Bear River,BER,38.99662,-121.10839,402,75
515,6,Princeton,PRI,39.37680,-122.01999,34,82
607,8,Sunol,SUN,37.60332,-121.87334,81,69
600,4,Sunol,SUN,37.60109,-121.87374,81,82
623,3,Ukiah,UKI,39.10214,-123.20450,174,61
624,4,Ukiah,UKI,39.10065,-123.20727,184,75
580,15,Sonora,SON,37.97516,-120.39289,525,69
584,5,Sonora,SON,38.01128,-120.40405,638,69
342,12,Madera Transect,MAD,36.96870,-119.24771,607,103
336,4,Madera Transect,MAD,36.97169,-119.36787,586,69
29,14,Bellota,BEL,38.05210,-121.01408,57,103
31,14,Bellota,BEL,38.05981,-121.01448,50,82
98,8,Cloverdale,CVD,38.82267,-123.01930,118,82
104,13,Cloverdale,CVD,38.85439,-123.03187,131,89
127,6,"Cordon Ridge, 1750 m",CR17,34.98790,-118.61992,1766,117
129,14,"Cordon Ridge, 1750 m",CR17,34.98736,-118.61890,1743,110
169,4,Cottonwood Drainage,CD16,34.97496,-118.59283,1636,96
165,9,Cottonwood Drainage,CD16,34.97555,-118.59370,1645,96
305,14,Jasper Ridge,JAS,37.40496,-122.24105,124,103
309,6,Jasper Ridge,JAS,37.40536,-122.23953,121,75
367,8,McLaughlin,MCL,38.87033,-122.42417,639,96
362,8,McLaughlin,MCL,38.87170,-122.42196,645,82
